name,,set,,set_code,,id,,type,,power,,toughness,,loyalty,,manacost,,converted_manacost,,artist,,flavor,,color,,generated_mana,,number,,rarity,,rating,,ruling,,variation,,ability,,pricing_low,,pricing_mid,,pricing_high,,watermark,,print_number,,is_original,,back_id,,number_int,,name_CN,,name_TW,,name_FR,,name_DE,,name_IT,,name_JP,,name_PT,,name_RU,,name_ES,,name_KO,,type_CN,,type_TW,,type_FR,,type_DE,,type_IT,,type_JP,,type_PT,,type_RU,,type_ES,,type_KO,,ability_CN,,ability_TW,,ability_FR,,ability_DE,,ability_IT,,ability_JP,,ability_PT,,ability_RU,,ability_ES,,ability_KO,,flavor_CN,,flavor_TW,,flavor_FR,,flavor_DE,,flavor_IT,,flavor_JP,,flavor_PT,,flavor_RU,,flavor_ES,,flavor_KO,,color_identity,,fully_handled,,custom_sort,,legality_Block,,legality_Standard,,legality_Modern,,legality_Legacy,,legality_Vintage,,legality_Highlander,,legality_French_Commander,,legality_Tiny_Leaders_Commander,,legality_Leviathan_Commander,,legality_Commander,,legality_Peasant,,legality_Pauper
Thieving Magpie,,Urza's Destiny,,UD,,15156,,Creature — Bird,,1,,3,,,,{2}{U}{U},,4,,Una Fricker,,#_Rayne once made several unkind comparisons between the bird's naked opportunism and Urza's._#,,U,,,,49,,U,,4.057,,,,,,"Flying #_(This creature can't be blocked except by creatures with flying or reach.)_#£Whenever Thieving Magpie deals damage to an opponent, draw a card.",,,,,,,,,,,,,,,,49,,,,,,Pie Voleuse,,Diebische Elster,,Gazza ladra,,,,Gralha Larápia,,,,Urraca ladrona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Thorn Elemental,,Urza's Destiny,,UD,,15240,,Creature — Elemental,,7,,7,,,,{5}{G}{G},,7,,rk post,,#_Rain from this storm leaves you pinned to the ground like an insect._#,,G,,,,123,,R,,4.266,,"£4/1/2008 : If this creature is attacking a planeswalker, assigning its damage as though it weren’t blocked means the damage is assigned to the planeswalker, not to the defending player.£4/1/2008 : When assigning combat damage, you choose whether you want to assign all damage to blocking creatures, or if you want to assign all of it to the defending player or planeswalker. You can’t split the damage assignment between them.£4/1/2008 : You can decide to assign damage to the defending player or planeswalker even if the blocking creature has protection from green or damage preventing effects on it.£4/1/2008 : If blocked by a creature with banding, the defending player decides whether or not the damage is assigned “as though it weren’t blocked”.",,,,You may have Thorn Elemental assign its combat damage as though it weren't blocked.,,,,,,,,,,,,,,,,123,,,,,,Elémental d'Epines,,Dornenelementar,,Elementale Spinato,,,,Elemental dos Espinhos,,,,Elemental de espinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Thran Dynamo,,Urza's Destiny,,UD,,15248,,Artifact,,,,,,,,{4},,4,,Ron Spears,,"#_Urza's metathran children were conceived, birthed, and nurtured by an integrated system of machines._#",,A,,{C},,139,,U,,4.341,,,,,,{T}: Add {C}{C}{C} to your mana pool.,,,,,,,,,,,,,,,,139,,,,,,Dynamo Thran,,Thrandynamo,,Dinamo Thran,,,,Dínamo dos Thran,,,,Dínamo thran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Thran Foundry,,Urza's Destiny,,UD,,19111,,Artifact,,,,,,,,{1},,1,,John Zeleznik,,"#_""What we do not use up, we use again.""£—Urza_#",,A,,,,140,,U,,3.707,,,,,,"{1}, {T}, Exile Thran Foundry: Target player shuffles his or her graveyard into his or her library.",,,,,,,,,,,,,,,,140,,,,,,Fonderie Thran,,Thranschmelze,,Fonderia Thran,,,,Fundição dos Thran,,,,Fundición thran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Thran Golem,,Urza's Destiny,,UD,,15254,,Artifact Creature — Golem,,3,,3,,,,{5},,5,,Ron Spears,,#_Karn felt more secure about his value to Urza when he realized he didn't need regular trimming._#,,A,,,,141,,R,,4.076,,,,,,"As long as Thran Golem is enchanted, it gets +2/+2 and has flying, first strike, and trample.",,,,,,,,,,,,,,,,141,,,,,,Golem Thran,,Thran-Golem,,Golem Thran,,,,Golem dos Thran,,,,Gólem thran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Tormented Angel,,Urza's Destiny,,UD,,18287,,Creature — Angel,,1,,5,,,,{3}{W},,4,,Greg & Tim Hildebrandt,,#_Falling from heaven is not as painful as surviving the impact._#,,W,,,,22,,C,,2.35,,,,,,Flying,,,,,,,,,,,,,,,,22,,,,,,Ange Tourmentée,,Gepeinigter Engel,,Angelo Tormentato,,,,Anjo Atormentado,,,,Ángel atormentada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Treachery,,Urza's Destiny,,UD,,12148,,Enchantment — Aura,,,,,,,,{3}{U}{U},,5,,Matthew Wilson,,"#_""The academy educates; I employ. It's a perfect arrangement.""£—Gatha, Tolarian renegade_#",,U,,,,50,,R,,4.54,,"£10/4/2004 : You can untap 0 to 5 lands.£6/8/2016 : You choose which lands to untap as the triggered ability resolves. They aren’t targeted, and they don’t have to be lands that you control.",,,,"Enchant creature£When Treachery enters the battlefield, untap up to five lands.£You control enchanted creature.",,,,,,,,,,,,,,,,50,,,,,,Traîtrise,,Verräterische List,,Slealtà,,,,Deslealdade,,,,Traición,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Trumpet Blast,,Urza's Destiny,,UD,,15200,,Instant,,,,,,,,{2}{R},,3,,Carl Critchlow,,"#_Keldon warriors don't need signals to tell them when to attack, but when to stop._#",,R,,,,98,,C,,3.589,,"£10/1/2009 : An “attacking creature” is one that has been declared as an attacker this combat, or one that was put onto the battlefield attacking this combat. Unless that creature leaves combat, it continues to be an attacking creature through the end of combat step, even if the player it was attacking has left the game, or the planeswalker it was attacking has left combat.£10/1/2009 : Even though Trumpet Blast affects only attacking creatures, the bonus will remain for the rest of the turn.£9/20/2014 : Only creatures that are attacking as Trumpet Blast resolves will receive the bonus. In other words, casting it before you’ve declared attackers usually won’t do anything.",,,,Attacking creatures get +2/+0 until end of turn.,,,,,,,,,,,,,,,,98,,,,,,Sonnerie de Trompe,,Trompetenstoß,,Squillo di trombe,,,,Soar da Trombeta,,,,Trompetazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Twisted Experiment,,Urza's Destiny,,UD,,19114,,Enchantment — Aura,,,,,,,,{1}{B},,2,,rk post,,"#_Gatha showed remarkable prowess in increasing his subjects' stature. Their lifespans, however, were another matter._#",,B,,,,74,,C,,3.333,,,,,,Enchant creature£Enchanted creature gets +3/-1.,,,,,,,,,,,,,,,,74,,,,,,Expérience Tordue,,Verdrehtes Experiment,,Esperimento perverso,,,,Experiência Distorcida,,,,Experimento torcido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Urza's Incubator,,Urza's Destiny,,UD,,15257,,Artifact,,,,,,,,{3},,3,,Pete Venters,,"#_""Stop thinking like an artificer, Urza, and start thinking like a father""£—Rayne, Academy Chancellor_#",,A,,,,142,,R,,4.29,,"£10/4/2004 : Multiple Incubators are cumulative.£10/4/2004 : You choose a creature type right as it enters the battlefield, before any continuous effects are applied or trigged abilities trigger.",,,,"As Urza's Incubator enters the battlefield, choose a creature type.£Creature spells of the chosen type cost {2} less to cast.",,,,,,,,,,,,,,,,142,,,,,,Incubateur d'Urza,,Urzas Brutkasten,,Incubatrice di Urza,,,,Incubador de Urza,,,,Incubador de Urza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Voice of Duty,,Urza's Destiny,,UD,,15132,,Creature — Angel,,2,,2,,,,{3}{W},,4,,Mark Zug,,"#_""Next to Law is Duty, and Duty must be obeyed. If the frame of Duty is broken, none shall weave life's fabric.""£—Song of All, canto 167_#",,W,,,,23,,U,,3.429,,,,,,"Flying, protection from green",,,,,,,,,,,,,,,,23,,,,,,Voix du Devoir,,Stimme der Pflicht,,Voce del dovere,,,,Voz do Dever,,,,Voz del deber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Voice of Reason,,Urza's Destiny,,UD,,15131,,Creature — Angel,,2,,2,,,,{3}{W},,4,,Ray Lago,,"#_""Next to Grace is Reason, and Reason must be retained. If the web of Reason comes unwoven, madness will escape.""£—Song of All, canto 167_#",,W,,,,24,,U,,3.352,,,,,,"Flying, protection from blue",,,,,,,,,,,,,,,,24,,,,,,Voix de la Raison,,Stimme der Vernunft,,Voce della ragione,,,,Voz da Razão,,,,Voz de la razón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake of Destruction,,Urza's Destiny,,UD,,15218,,Sorcery,,,,,,,,{3}{R}{R}{R},,6,,Todd Lockwood,,"#_Land charred black, rivers boiled,£Crops and wells alike despoiled,£Mountains leveled, forests felled—£Footprints of the beasts of Keld._#",,R,,,,99,,R,,4.325,,"£10/4/2004 : Only looks at the card name, so it will not destroy lands that just share the destroyed land’s type.",,,,Destroy target land and all other lands with the same name as that land.,,,,,,,,,,,,,,,,99,,,,,,Sillage de Destruction,,Pfad der Zerstörung,,Scia di distruzione,,,,Despertar da Destruição,,,,Secuela de la destrucción,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Wall of Glare,,Urza's Destiny,,UD,,15120,,Creature — Wall,,0,,5,,,,{1}{W},,2,,Patrick Ho,,#_The blinding barrier served Benalia better than a hundred shields._#,,W,,,,25,,C,,4.127,,,,,,Defender #_(This creature can't attack.)_#£Wall of Glare can block any number of creatures.,,,,,,,,,,,,,,,,25,,,,,,Mur Eblouissant,,Blendende Mauer,,Muro Abbagliante,,,,Barreira Fulgurante,,,,Muro de fulgor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Colos,,Urza's Destiny,,UD,,15198,,Creature — Goat Beast,,2,,2,,,,{2}{R},,3,,Marc Fishman,,#_You'll never get a Keldon's goat._#,,R,,,,100,,C,,2.97,,,,,,Haste,,,,,,,,,,,,,,,,100,,,,,,Caprinodon Sauvage,,Wilder Colos,,Colos selvaggio,,,,Colos Selvagem,,,,Colos salvaje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Yavimaya Elder,,Urza's Destiny,,UD,,15225,,Creature — Human Druid,,2,,1,,,,{1}{G}{G},,3,,Ray Lago,,,,G,,,,124,,C,,4.368,,,,,,"When Yavimaya Elder dies, you may search your library for up to two basic land cards, reveal them, and put them into your hand. If you do, shuffle your library.£{2}, Sacrifice Yavimaya Elder: Draw a card.",,,,,,,,,,,,,,,,124,,,,,,Vieux Sage de la Yavimaya,,Weiser aus dem Yavimaya,,Anziano di Yavimaya,,,,Ancião de Yavimaya,,,,Anciano de Yavimaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Yavimaya Enchantress,,Urza's Destiny,,UD,,15236,,Creature — Human Druid,,2,,2,,,,{2}{G},,3,,Matthew Wilson,,"#_From each seed, a world. From each world, a thousand seeds._#",,G,,,,125,,U,,4.217,,,,,,Yavimaya Enchantress gets +1/+1 for each enchantment on the battlefield.,,,,,,,,,,,,,,,,125,,,,,,Enchanteresse de la Yavimaya,,Yavimayablütenzauberin,,Incantatrice di Yavimaya,,,,Encantadora de Yavimaya,,,,Hechicera de Yavimaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Yavimaya Hollow,,Urza's Destiny,,UD,,15772,,Legendary Land,,,,,,,,,,0,,Douglas Shuler,,"#_For all its traps and defenses, Yavimaya has its havens, too._#",,L,,{C},,143,,R,,4.307,,,,,,"{T}: Add {C} to your mana pool.£{G}, {T}: Regenerate target creature.",,,,,,,,,,,,,,,,143,,,,,,Cuvette de la Yavimaya,,Yavimayalichtung,,Vallata di Yavimaya,,,,Vale de Yavimaya,,,,Hondonada de Yavimaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Yawgmoth's Bargain,,Urza's Destiny,,UD,,15193,,Enchantment,,,,,,,,{4}{B}{B},,6,,Michael Sutfin,,#_He craves only one commodity._#,,B,,,,75,,R,,4.61,,,,,,Skip your draw step.£Pay 1 life: Draw a card.,,,,,,,,,,,,,,,,75,,,,,,Marché selon Yaugzebul,,Yawgmoths Handel,,Scambio di Yawgmoth,,,,Barganha de Yawgmoth,,,,Oferta de Yawgmoth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
About Face,,Urza's Legacy,,UL,,12414,,Instant,,,,,,,,{R},,1,,Melissa A. Benson,,#_The overconfident are the most vulnerable._#,,R,,,,73,,C,,3.398,,"£11/1/2005 : Note that the wording “Effects that alter the creature’s power alter its toughness instead, and vice versa, this turn” has been removed.£4/15/2013 : Effects that switch power and toughness apply after all other effects that change power and/or toughness, regardless of which effect was created first.£4/15/2013 : Switching a creature’s power and toughness twice (or any even number of times) effectively returns the creature to the power and toughness it had before any switches.",,,,Switch target creature's power and toughness until end of turn.,,,,,,,,,,,,,,,,73,,,,,,Demi-tour,,Kehrseite,,Dietro Front,,,,Meia-volta,,,,Media vuelta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelic Curator,,Urza's Legacy,,UL,,12354,,Creature — Angel Spirit,,1,,1,,,,{1}{W},,2,,Greg Staples,,"#_""Do not treat your people as you treat your artifacts. Let them go, and they will live; seal them here, and they will die.""£—Urza, to Radiant_#",,W,,,,1,,C,,3.033,,,,,,"Flying, protection from artifacts",,,,,,,,,,,,,,,,1,,,,,,Conservateur angélique du musée,,Himmlischer Kurator,,Sovrintendente Angelico,,,,Curador Angelical,,,,Conservador angélico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Angel's Trumpet,,Urza's Legacy,,UL,,8832,,Artifact,,,,,,,,{3},,3,,Kev Walker,,,,A,,,,121,,U,,3.875,,"£10/4/2004 : Angel’s Trumpet affects creatures with Defender and other creatures that can’t attack for some reason.£10/4/2004 : It does not affect creatures which did not attack, but which are already tapped at the time the ability resolves.",,,,"All creatures have vigilance.£At the beginning of each player's end step, tap all untapped creatures that player controls that didn't attack this turn. Angel's Trumpet deals damage to the player equal to the number of creatures tapped this way.",,,,,,,,,,,,,,,,121,,,,,,Trompette de l'ange,,Engelshorn,,Tromba dell'Angelo,,,,Clarim dos Anjos,,,,Trompeta de ángeles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthroplasm,,Urza's Legacy,,UL,,12387,,Creature — Shapeshifter,,0,,0,,,,{2}{U}{U},,4,,Ron Spencer,,#_I never metamorphosis I didn't like._#,,U,,,,25,,R,,3.88,,"£10/1/2009 : While Anthroplasm does become 0/0 for a moment while its ability resolves, state-based actions are not checked until the ability has finished resolving. By that time, it will have some +1/+1 counters on it (assuming X was greater than 0), and so will not be put into its owner’s graveyard.",,,,"Anthroplasm enters the battlefield with two +1/+1 counters on it.£{X}, {T}: Remove all +1/+1 counters from Anthroplasm and put X +1/+1 counters on it.",,,,,,,,,,,,,,,,25,,,,,,Anthroplasme,,Menschenform,,Antroplasma,,,,Antroplasma,,,,Antroplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Archivist,,Urza's Legacy,,UL,,12390,,Creature — Human Wizard,,1,,1,,,,{2}{U}{U},,4,,Pete Venters,,#_Some do. Some teach. The rest look it up._#,,U,,,,26,,R,,3.87,,,,,,{T}: Draw a card.,,,,,,,,,,,,,,,,26,,,,,,Archiviste,,Archivar,,Archivista,,,,Arquivista,,,,Archivero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Aura Flux,,Urza's Legacy,,UL,,12943,,Enchantment,,,,,,,,{2}{U},,3,,John Avon,,"#_To some, the Tolarian sunrise was a blinding flash; to others, a lingering glow._#",,U,,,,27,,C,,3.946,,"£10/4/2004 : If two or more Aura Fluxes are on the battlefield, they will give the text to each other. And they will cause each other enchantment to have two triggered abilities for which the player would have to pay.£10/4/2004 : This card adds a triggered ability to all other enchantments.£10/4/2004 : You choose whether to pay {2} or not on resolution. If not, then you sacrifice the enchantment.",,,,"Other enchantments have ""At the beginning of your upkeep, sacrifice this enchantment unless you pay {2}.""",,,,,,,,,,,,,,,,27,,,,,,Flux d'aura,,Aurafluktuation,,Flusso dell'Aura,,,,Fluxo de Aura,,,,Flujo de aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalanche Riders,,Urza's Legacy,,UL,,12418,,Creature — Human Nomad,,2,,2,,,,{3}{R},,4,,"Edward P. Beard, Jr.",,,,R,,,,74,,U,,4.068,,,,,,"Haste£Echo {3}{R} #_(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)_#£When Avalanche Riders enters the battlefield, destroy target land.",,,,,,,,,,,,,,,,74,,,,,,Chevaucheurs d'avalanches,,Lawinenreiter,,Cavalcatori di Valanghe,,,,Ginetes da Avalanche,,,,Jinetes de avalancha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Beast of Burden,,Urza's Legacy,,UL,,12504,,Artifact Creature — Golem,,*,,*,,,,{6},,6,,Ron Spears,,"#_""If it is meant to be nothing but a machine,"" Karn finally asked Jhoira, ""why did Urza build it to be like me?""_#",,A,,,,122,,R,,3.878,,,,,,Beast of Burden's power and toughness are each equal to the number of creatures on the battlefield.,,,,,,,,,,,,,,,,122,,,,,,Bête de somme,,Lastvieh,,Bestia da Soma,,,,Besta de Carga,,,,Bestia de carga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessed Reversal,,Urza's Legacy,,UL,,12366,,Instant,,,,,,,,{1}{W},,2,,Pete Venters,,#_Even an enemy is a valuable resource._#,,W,,,,2,,R,,3.886,,£10/4/2004 : The creatures are counted on resolution.,,,,You gain 3 life for each creature attacking you.,,,,,,,,,,,,,,,,2,,,,,,Inversion bénie,,Gesegnete Wendung,,Inversione Benedetta,,,,Inversão Abençoada,,,,Inversión afortunada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloated Toad,,Urza's Legacy,,UL,,12462,,Creature — Frog,,2,,2,,,,{2}{G},,3,,Una Fricker,,,,G,,,,97,,U,,3.111,,£10/1/2008 : Cycling is an activated ability. Effects that interact with activated abilities (such as Stifle or Rings of Brighthearth) will interact with cycling. Effects that interact with spells (such as Remove Soul or Faerie Tauntings) will not.,,,,"Protection from blue£Cycling {2} #_({2}, Discard this card: Draw a card.)_#",,,,,,,,,,,,,,,,97,,,,,,Crapaud boursouflé,,Blähkröte,,Rospo Deforme,,,,Sapo Inchado,,,,Sapo inflado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Bone Shredder,,Urza's Legacy,,UL,,12400,,Creature — Minion,,1,,1,,,,{2}{B},,3,,ROn Spencer,,,,B,,,,49,,U,,3.987,,,,,,"Flying£Echo {2}{B} #_(At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)_#£When Bone Shredder enters the battlefield, destroy target nonartifact, nonblack creature.",,,,,,,,,,,,,,,,49,,,,,,Broyeur d'os,,Knochenschleifer,,Tritaossa,,,,Triturador de Ossos,,,,Triturahuesos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Bouncing Beebles,,Urza's Legacy,,UL,,12372,,Creature — Beeble,,2,,2,,,,{2}{U},,3,,Jeff Miracola,,#_Beebles are frequently hurled against stone surfaces at high speed but always zing back into the air with a giggle._#,,U,,,,28,,C,,3.756,,,,,,Bouncing Beebles can't be blocked as long as defending player controls an artifact.,,,,,,,,,,,,,,,,28,,,,,,Bibules bondissants,,Hoppelnde Bobbel,,Biboli Rimbalzanti,,,,Bimbos Saltitantes,,,,Beebles rebotadores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Brink of Madness,,Urza's Legacy,,UL,,12406,,Enchantment,,,,,,,,{2}{B}{B},,4,,Donato Giancola,,"#_""The fools thought me dead. But I built an empire inside my tomb.""£—Kerrick, sleeper agent_#",,B,,,,50,,R,,3.812,,"£6/15/2010 : The ability only triggers if you have no cards in your hand as your upkeep step begins.£6/15/2010 : You must sacrifice Brink of Madness if possible, but the opponent discards his or her hand even if you can’t sacrifice it for some reason (for example, if it were returned to its owner’s hand before the ability resolved).",,,,"At the beginning of your upkeep, if you have no cards in hand, sacrifice Brink of Madness and target opponent discards his or her hand.",,,,,,,,,,,,,,,,50,,,,,,Au bord de la folie,,Rand des Wahnsinns,,Orlo della Pazzia,,,,À Beira da Loucura,,,,Al borde de la locura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Burst of Energy,,Urza's Legacy,,UL,,13806,,Instant,,,,,,,,{W},,1,,Mark Brill,,"#_""I stand ready to die for our world. Who will stand with me?""£—Radiant, archangel_#",,W,,,,3,,C,,2.151,,,,,,Untap target permanent.,,,,,,,,,,,,,,,,3,,,,,,Explosion d'énergie,,Energieschwall,,Vampata di Energia,,,,Explosão de Energia,,,,Derroche repentino de energías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Cessation,,Urza's Legacy,,UL,,12359,,Enchantment — Aura,,,,,,,,{2}{W},,3,,Mark Zug,,"#_""The face of Light will shine upon them, and they will know war no more.""£—Song of All, canto 918_#",,W,,,,4,,C,,3.362,,,,,,"Enchant creature£Enchanted creature can't attack.£When Cessation is put into a graveyard from the battlefield, return Cessation to its owner's hand.",,,,,,,,,,,,,,,,4,,,,,,Suspension,,Einhalt,,Cessazione,,,,Cessação,,,,Cese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloud of Faeries,,Urza's Legacy,,UL,,11588,,Creature — Faerie,,1,,1,,,,{1}{U},,2,,Melissa A. Benson,,,,U,,,,29,,C,,4.553,,"£10/4/2004 : You can untap 0, 1, or 2 lands.£10/1/2008 : Cycling is an activated ability. Effects that interact with activated abilities (such as Stifle or Rings of Brighthearth) will interact with cycling. Effects that interact with spells (such as Remove Soul or Faerie Tauntings) will not.£6/8/2016 : You choose which lands to untap as the triggered ability resolves. They aren’t targeted, and they don’t have to be lands that you control.",,,,"Flying£When Cloud of Faeries enters the battlefield, untap up to two lands.£Cycling {2} #_({2}, Discard this card: Draw a card.)_#",,,,,,,,,,,,,,,,29,,,,,,Nuée de fÆries,,Feenwolke,,Nube di Spiritelli,,,,Nuvem de Fadas,,,,Nube de hadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Crawlspace,,Urza's Legacy,,UL,,12505,,Artifact,,,,,,,,{3},,3,,Douglas Shuler,,#_The goblins did not understand their attraction to the mana rig. They simply knew it was where they belonged._#,,A,,,,123,,R,,4.245,,£2/1/2014 : Your opponents can still attack planeswalkers you control with any number of creatures each combat.,,,,No more than two creatures can attack you each combat.,,,,,,,,,,,,,,,,123,,,,,,Espace confiné,,Enge Gänge,,Spazio Angusto,,,,Conduto,,,,Espacio angosto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
